Time (s),Temperature,Humidity,Pressure,Altitude
734,28.9,83.0,99240.0,175.06
735,28.9,83.0,99243.0,174.8
736,28.9,83.0,99239.0,175.14
737,29.0,83.0,99238.0,175.23
738,29.0,83.0,99237.0,175.31
739,29.0,83.0,99238.0,175.23
740,29.0,83.0,99240.0,175.06
741,29.0,83.0,99239.0,175.14
742,29.0,83.0,99238.0,175.23
743,29.0,83.0,99248.0,174.38
744,29.0,83.0,99245.0,174.63
745,29.0,83.0,99238.0,175.23
746,29.0,83.0,99245.0,174.63
747,29.0,83.0,99240.0,175.06
748,29.0,83.0,99237.0,175.31
749,29.0,83.0,99236.0,175.39
750,29.0,83.0,99244.0,174.72
751,29.0,83.0,99240.0,175.06
752,29.0,83.0,99240.0,175.06
753,29.0,83.0,99234.0,175.56
754,29.0,83.0,99232.0,175.73
755,29.0,83.0,99235.0,175.48
756,29.0,83.0,99235.0,175.48
757,29.0,83.0,99244.0,174.72
758,29.0,83.0,99238.0,175.23
759,29.0,83.0,99238.0,175.23
760,29.0,83.0,99238.0,175.23
761,29.0,83.0,99241.0,174.97
762,29.0,83.0,99236.0,175.39
763,29.0,83.0,99240.0,175.06
764,29.0,83.0,99238.0,175.23
765,29.0,83.0,99237.0,175.31
766,29.0,83.0,99243.0,174.8
767,29.0,83.0,99242.0,174.89
768,29.0,83.0,99237.0,175.31
769,29.0,83.0,99242.0,174.89
770,29.0,83.0,99239.0,175.14
771,29.0,83.0,99243.0,174.8
772,29.0,83.0,99247.0,174.46
773,29.0,83.0,99237.0,175.31
774,29.0,83.0,99243.0,174.8
775,29.0,83.0,99242.0,174.89
776,29.0,83.0,99238.0,175.23
777,29.0,83.0,99235.0,175.48
778,29.0,83.0,99239.0,175.14
779,29.0,83.0,99237.0,175.31
780,29.0,83.0,99239.0,175.14
781,29.0,83.0,99241.0,174.97
782,29.0,83.0,99241.0,174.97
783,29.0,83.0,99240.0,175.06
784,29.0,83.0,99239.0,175.14
785,29.0,83.0,99240.0,175.06
786,29.0,83.0,99241.0,174.97
787,29.0,83.0,99247.0,174.46
788,29.0,83.0,99238.0,175.23
789,29.0,83.0,99237.0,175.31
790,29.0,83.0,99244.0,174.72
791,29.0,83.0,99240.0,175.06
792,29.0,83.0,99244.0,174.72
793,29.0,83.0,99240.0,175.06
794,29.0,83.0,99238.0,175.23
795,29.0,83.0,99240.0,175.06
796,28.9,83.0,99239.0,175.14
797,28.9,83.0,99244.0,174.72
798,28.9,83.0,99240.0,175.06
799,28.9,83.0,99241.0,174.97
800,28.9,83.0,99243.0,174.8
801,28.9,83.0,99244.0,174.72
802,29.0,83.0,99243.0,174.8
803,29.0,83.0,99238.0,175.23
804,28.9,83.0,99242.0,174.89
805,28.9,83.0,99235.0,175.48
806,29.0,83.0,99241.0,174.97
807,28.9,83.0,99239.0,175.14
808,29.0,83.0,99233.0,175.65
809,28.9,83.0,99236.0,175.39
810,29.0,83.0,99242.0,174.89
811,29.0,83.0,99232.0,175.73
812,29.0,83.0,99238.0,175.23
813,29.0,83.0,99238.0,175.23
814,29.0,83.0,99247.0,174.46
815,29.0,83.0,99235.0,175.48
816,29.0,83.0,99238.0,175.23
817,29.0,83.0,99238.0,175.23
818,29.0,83.0,99236.0,175.39
819,29.0,83.0,99237.0,175.31
820,29.0,83.0,99240.0,175.06
821,29.0,83.0,99239.0,175.14
822,28.9,83.0,99240.0,175.06
823,28.9,83.0,99236.0,175.39
824,28.9,83.0,99239.0,175.14
825,28.9,83.0,99243.0,174.8
826,28.9,83.0,99242.0,174.89
827,28.9,83.0,99237.0,175.31
828,28.9,83.0,99234.0,175.56
829,28.9,83.0,99242.0,174.89
830,28.9,83.0,99242.0,174.89
831,29.0,83.0,99240.0,175.06
832,28.9,83.0,99240.0,175.06
833,28.9,83.0,99237.0,175.31
834,28.9,83.0,99239.0,175.14
835,28.9,83.0,99239.0,175.14
836,28.9,83.0,99239.0,175.14
837,28.9,83.0,99239.0,175.14
838,29.0,83.0,99238.0,175.23
839,29.0,83.0,99239.0,175.14
840,29.0,83.0,99239.0,175.14
841,28.9,83.0,99241.0,174.97
842,28.9,83.0,99243.0,174.8
843,28.9,83.0,99240.0,175.06
844,28.9,83.0,99236.0,175.39
845,29.0,83.0,99237.0,175.31
846,28.9,83.0,99243.0,174.8
847,28.9,83.0,99245.0,174.63
848,28.9,83.0,99238.0,175.23
849,28.9,83.0,99243.0,174.8
850,28.9,83.0,99236.0,175.39
851,28.9,83.0,99243.0,174.8
852,28.9,83.0,99242.0,174.89
853,28.9,83.0,99241.0,174.97
854,28.9,83.0,99238.0,175.23
855,28.9,83.0,99240.0,175.06
856,28.9,83.0,99237.0,175.31
857,28.9,83.0,99243.0,174.8
858,28.9,83.0,99238.0,175.23
859,28.9,83.0,99238.0,175.23
860,28.9,83.0,99237.0,175.31
861,28.9,83.0,99240.0,175.06
862,28.9,83.0,99236.0,175.39
863,28.9,83.0,99240.0,175.06
864,28.9,83.0,99236.0,175.39
865,28.9,83.0,99238.0,175.23
866,28.9,83.0,99241.0,174.97
867,28.9,83.0,99240.0,175.06
868,29.0,83.0,99240.0,175.06
869,29.0,83.0,99247.0,174.46
870,28.9,83.0,99240.0,175.06
871,29.0,83.0,99239.0,175.14
872,29.0,83.0,99238.0,175.23
873,29.0,83.0,99243.0,174.8
874,28.9,83.0,99237.0,175.31
875,28.9,83.0,99241.0,174.97
876,29.0,83.0,99233.0,175.65
877,28.9,83.0,99237.0,175.31
878,29.0,83.0,99239.0,175.14
879,29.0,83.0,99240.0,175.06
880,29.0,83.0,99239.0,175.14
881,29.0,83.0,99235.0,175.48
882,29.0,83.0,99237.0,175.31
883,28.9,83.0,99237.0,175.31
884,29.0,83.0,99238.0,175.23
885,29.0,83.0,99236.0,175.39
886,28.9,83.0,99237.0,175.31
887,29.0,83.0,99236.0,175.39
888,29.0,83.0,99240.0,175.06
889,29.0,83.0,99240.0,175.06
890,29.0,83.0,99236.0,175.39
891,29.0,83.0,99235.0,175.48
892,29.0,83.0,99235.0,175.48
893,29.0,83.0,99244.0,174.72
894,29.0,83.0,99246.0,174.55
895,29.0,83.0,99245.0,174.63
896,29.0,83.0,99240.0,175.06
897,29.0,83.0,99240.0,175.06
898,29.0,83.0,99237.0,175.31
899,29.0,83.0,99241.0,174.97
900,29.0,83.0,99239.0,175.14
901,29.0,83.0,99240.0,175.06
902,29.0,83.0,99243.0,174.8
903,29.0,83.0,99235.0,175.48
904,29.0,83.0,99246.0,174.55
905,29.0,83.0,99238.0,175.23
906,29.0,83.0,99235.0,175.48
907,29.0,83.0,99238.0,175.23
908,29.0,83.0,99240.0,175.06
909,29.0,83.0,99241.0,174.97
910,29.0,83.0,99243.0,174.8
911,29.0,83.0,99237.0,175.31
912,29.0,83.0,99237.0,175.31
913,29.0,83.0,99236.0,175.39
914,29.0,83.0,99245.0,174.63
915,29.0,83.0,99239.0,175.14
916,29.0,83.0,99240.0,175.06
917,29.0,83.0,99242.0,174.89
918,29.0,83.0,99238.0,175.23
919,29.0,83.0,99236.0,175.39
920,29.0,83.0,99241.0,174.97
921,29.0,83.0,99239.0,175.14
922,29.0,83.0,99239.0,175.14
923,29.0,83.0,99239.0,175.14
924,29.0,83.0,99245.0,174.63
925,29.0,83.0,99242.0,174.89
926,29.0,83.0,99243.0,174.8
927,29.0,83.0,99235.0,175.48
928,29.0,83.0,99244.0,174.72
929,29.0,83.0,99241.0,174.97
930,29.0,83.0,99245.0,174.63
931,29.0,83.0,99240.0,175.06
932,29.0,83.0,99239.0,175.14
933,29.0,83.0,99235.0,175.48
934,29.0,83.0,99234.0,175.56
935,29.0,83.0,99235.0,175.48
936,29.0,83.0,99241.0,174.97
937,29.0,83.0,99235.0,175.48
938,29.0,83.0,99246.0,174.55
939,28.9,83.0,99235.0,175.48
940,29.0,83.0,99239.0,175.14
941,29.0,83.0,99237.0,175.31
942,29.0,83.0,99242.0,174.89
943,29.0,83.0,99240.0,175.06
944,29.0,83.0,99237.0,175.31
945,29.0,83.0,99236.0,175.39
946,29.0,83.0,99238.0,175.23
947,29.0,83.0,99234.0,175.56
948,29.0,83.0,99241.0,174.97
949,29.0,83.0,99239.0,175.14
950,29.0,83.0,99239.0,175.14
951,29.0,83.0,99234.0,175.56
952,29.0,83.0,99241.0,174.97
953,29.0,83.0,99241.0,174.97
954,29.0,83.0,99248.0,174.38
955,29.0,83.0,99236.0,175.39
956,29.0,83.0,99241.0,174.97
957,29.0,83.0,99237.0,175.31
958,29.0,83.0,99239.0,175.14
959,29.0,83.0,99233.0,175.65
960,29.0,83.0,99243.0,174.8
961,29.0,83.0,99235.0,175.48
962,29.0,83.0,99239.0,175.14
963,29.0,83.0,99240.0,175.06
964,29.0,83.0,99239.0,175.14
965,29.0,83.0,99244.0,174.72
966,29.0,83.0,99243.0,174.8
967,29.0,83.0,99242.0,174.89
968,29.0,83.0,99243.0,174.8
969,29.0,83.0,99241.0,174.97
970,29.0,83.0,99238.0,175.23
971,29.0,83.0,99232.0,175.73
972,29.0,83.0,99236.0,175.39
973,29.0,83.0,99236.0,175.39
974,29.0,83.0,99241.0,174.97
975,29.0,83.0,99236.0,175.39
976,29.0,83.0,99245.0,174.63
977,29.0,83.0,99243.0,174.8
978,29.0,83.0,99246.0,174.55
979,29.0,83.0,99238.0,175.23
980,29.0,83.0,99238.0,175.23
981,29.0,83.0,99243.0,174.8
982,29.0,83.0,99243.0,174.8
983,29.0,83.0,99244.0,174.72
984,29.0,83.0,99241.0,174.97
985,29.0,83.0,99239.0,175.14
986,29.0,83.0,99243.0,174.8
987,29.0,83.0,99235.0,175.48
988,29.0,83.0,99244.0,174.72
989,29.0,83.0,99242.0,174.89
990,29.0,83.0,99243.0,174.8
991,29.0,83.0,99239.0,175.14
992,29.0,83.0,99245.0,174.63
993,29.0,83.0,99244.0,174.72
994,29.0,83.0,99240.0,175.06
995,29.0,83.0,99239.0,175.14
996,29.0,83.0,99240.0,175.06
997,29.0,83.0,99243.0,174.8
998,29.0,83.0,99245.0,174.63
999,29.0,83.0,99240.0,175.06
1000,29.0,83.0,99236.0,175.39
1001,29.0,83.0,99243.0,174.8
1002,29.0,83.0,99241.0,174.97
1003,29.0,83.0,99242.0,174.89
1004,29.0,83.0,99242.0,174.89
1005,29.0,83.0,99239.0,175.14
1006,29.0,83.0,99240.0,175.06
1007,29.0,83.0,99245.0,174.63
1008,29.0,83.0,99240.0,175.06
1009,29.0,83.0,99237.0,175.31
1010,29.0,83.0,99239.0,175.14
1011,29.0,83.0,99239.0,175.14
1012,29.0,83.0,99236.0,175.39
1013,29.0,83.0,99233.0,175.65
1014,29.0,83.0,99237.0,175.31
1015,29.0,83.0,99244.0,174.72
1016,29.0,83.0,99243.0,174.8
1017,29.0,83.0,99238.0,175.23
1018,29.0,83.0,99239.0,175.14
1019,29.0,83.0,99239.0,175.14
1020,29.0,83.0,99243.0,174.8
1021,29.0,83.0,99235.0,175.48
1022,29.0,83.0,99232.0,175.73
1023,29.0,83.0,99243.0,174.8
1024,29.0,83.0,99242.0,174.89
1025,29.0,83.0,99239.0,175.14
1026,29.0,83.0,99238.0,175.23
1027,29.0,83.0,99234.0,175.56
1028,29.0,83.0,99237.0,175.31
1029,29.0,83.0,99232.0,175.73
1030,29.0,83.0,99235.0,175.48
1031,29.0,83.0,99234.0,175.56
1032,29.0,83.0,99232.0,175.73
1033,29.0,83.0,99234.0,175.56
1034,29.0,83.0,99234.0,175.56
1035,29.1,83.0,99230.0,175.9
1036,29.1,83.0,99232.0,175.73
1037,29.2,83.0,99230.0,175.9
1038,29.7,83.0,99231.0,175.82
1039,29.6,83.0,99234.0,175.56
1040,29.6,88.0,99236.0,175.39
1041,29.6,88.0,99234.0,175.56
1042,29.6,88.0,99235.0,175.48
1043,29.7,88.0,99235.0,175.48
1044,29.7,89.0,99237.0,175.31
1045,29.7,89.0,99234.0,175.56
1046,29.6,89.0,99239.0,175.14
1047,29.6,89.0,99237.0,175.31
1048,29.6,90.0,99242.0,174.89
1049,29.5,90.0,99243.0,174.8
1050,29.5,90.0,99232.0,175.73
1051,29.5,90.0,99239.0,175.14
1052,29.5,90.0,99243.0,174.8
1053,29.5,90.0,99235.0,175.48
1054,29.5,90.0,99242.0,174.89
1055,29.5,90.0,99243.0,174.8
1056,29.5,90.0,99236.0,175.39
1057,29.5,90.0,99237.0,175.31
1058,29.5,90.0,99236.0,175.39
1059,29.4,90.0,99247.0,174.46
1060,29.4,90.0,99236.0,175.39
1061,29.4,90.0,99240.0,175.06
1062,29.4,90.0,99234.0,175.56
1063,29.4,90.0,99239.0,175.14
1064,29.4,90.0,99234.0,175.56
1065,29.4,90.0,99241.0,174.97
1066,29.4,90.0,99237.0,175.31
1067,29.4,90.0,99239.0,175.14
1068,29.4,90.0,99239.0,175.14
1069,29.4,90.0,99239.0,175.14
1070,29.4,89.0,99238.0,175.23
1071,29.4,89.0,99234.0,175.56
1072,29.4,89.0,99239.0,175.14
1073,29.4,89.0,99245.0,174.63
1074,29.4,88.0,99238.0,175.23
1075,29.3,88.0,99242.0,174.89
1076,29.3,88.0,99239.0,175.14
1077,29.3,88.0,99240.0,175.06
1078,29.3,88.0,99243.0,174.8
1079,29.3,88.0,99245.0,174.63
1080,29.3,88.0,99239.0,175.14
1081,29.3,88.0,99241.0,174.97
1082,29.3,88.0,99242.0,174.89
1083,29.3,88.0,99235.0,175.48
1084,29.4,88.0,99241.0,174.97
1085,29.3,88.0,99243.0,174.8
1086,29.3,88.0,99241.0,174.97
1087,29.3,88.0,99241.0,174.97
1088,29.3,88.0,99240.0,175.06
1089,29.3,88.0,99242.0,174.89
1090,29.3,88.0,99241.0,174.97
1091,29.3,88.0,99243.0,174.8
1092,29.3,88.0,99244.0,174.72
1093,29.3,88.0,99238.0,175.23
1094,29.3,88.0,99236.0,175.39
1095,29.3,88.0,99239.0,175.14
1096,29.3,88.0,99237.0,175.31
1097,29.3,88.0,99239.0,175.14
1098,29.3,88.0,99243.0,174.8
1099,29.2,88.0,99245.0,174.63
1100,29.2,88.0,99242.0,174.89
1101,29.3,88.0,99242.0,174.89
1102,29.3,88.0,99239.0,175.14
1103,29.3,88.0,99241.0,174.97
1104,29.3,88.0,99241.0,174.97
1105,29.3,88.0,99246.0,174.55
1106,29.3,86.0,99239.0,175.14
1107,29.3,86.0,99236.0,175.39
1108,29.3,86.0,99240.0,175.06
1109,29.3,86.0,99243.0,174.8
1110,29.3,86.0,99240.0,175.06
1111,29.3,86.0,99243.0,174.8
1112,29.3,86.0,99246.0,174.55
1113,29.3,86.0,99245.0,174.63
1114,29.3,86.0,99245.0,174.63
1115,29.3,86.0,99239.0,175.14
1116,29.3,86.0,99245.0,174.63
1117,29.3,86.0,99243.0,174.8
1118,29.3,86.0,99241.0,174.97
1119,29.3,86.0,99241.0,174.97
1120,29.3,86.0,99243.0,174.8
1121,29.3,86.0,99247.0,174.46
1122,29.3,86.0,99243.0,174.8
1123,29.3,86.0,99235.0,175.48
1124,29.3,86.0,99243.0,174.8
1125,29.3,86.0,99248.0,174.38
1126,29.3,86.0,99242.0,174.89
1127,29.2,86.0,99245.0,174.63
1128,29.2,86.0,99236.0,175.39
1129,29.3,86.0,99247.0,174.46
1130,29.3,86.0,99244.0,174.72
1131,29.2,86.0,99239.0,175.14
1132,29.2,86.0,99242.0,174.89
1133,29.2,86.0,99235.0,175.48
1134,29.2,85.0,99238.0,175.23
1135,29.3,85.0,99249.0,174.29
1136,29.2,85.0,99238.0,175.23
1137,29.2,85.0,99242.0,174.89
1138,29.2,83.0,99250.0,174.21
1139,29.2,83.0,99237.0,175.31
1140,29.2,83.0,99239.0,175.14
1141,29.2,83.0,99243.0,174.8
1142,29.2,83.0,99244.0,174.72
1143,29.2,83.0,99244.0,174.72
1144,29.2,83.0,99241.0,174.97
1145,29.2,83.0,99239.0,175.14
1146,29.2,83.0,99241.0,174.97
1147,29.2,83.0,99241.0,174.97
1148,29.2,83.0,99239.0,175.14
1149,29.2,83.0,99243.0,174.8
1150,29.2,83.0,99241.0,174.97
1151,29.2,83.0,99232.0,175.73
1152,29.2,83.0,99237.0,175.31
1153,29.2,83.0,99241.0,174.97
1154,29.2,83.0,99240.0,175.06
1155,29.2,83.0,99240.0,175.06
1156,29.2,83.0,99241.0,174.97
1157,29.2,83.0,99241.0,174.97
1158,29.2,83.0,99243.0,174.8
1159,29.2,83.0,99238.0,175.23
1160,29.2,83.0,99240.0,175.06
1161,29.2,83.0,99240.0,175.06
1162,29.2,83.0,99245.0,174.63
1163,29.2,83.0,99243.0,174.8
1164,29.2,83.0,99239.0,175.14
1165,29.2,83.0,99245.0,174.63
1166,29.2,83.0,99239.0,175.14
1167,29.2,83.0,99232.0,175.73
1168,29.2,83.0,99234.0,175.56
1169,29.2,83.0,99242.0,174.89
1170,29.2,83.0,99238.0,175.23
1171,29.2,83.0,99246.0,174.55
1172,29.2,83.0,99241.0,174.97
1173,29.2,83.0,99240.0,175.06
1174,29.2,83.0,99240.0,175.06
1175,29.2,83.0,99239.0,175.14
1176,29.2,83.0,99241.0,174.97
1177,29.2,83.0,99241.0,174.97
1178,29.2,82.0,99237.0,175.31
1179,29.2,82.0,99243.0,174.8
1180,29.2,82.0,99235.0,175.48
1181,29.2,82.0,99238.0,175.23
1182,29.2,82.0,99233.0,175.65
1183,29.2,82.0,99246.0,174.55
1184,29.2,82.0,99238.0,175.23
1185,29.2,82.0,99239.0,175.14
1186,29.2,82.0,99238.0,175.23
1187,29.2,82.0,99238.0,175.23
1188,29.2,82.0,99237.0,175.31
1189,29.2,82.0,99239.0,175.14
1190,29.2,82.0,99239.0,175.14
1191,29.2,82.0,99240.0,175.06
1192,29.2,82.0,99240.0,175.06
1193,29.2,82.0,99239.0,175.14
1194,29.2,82.0,99239.0,175.14
1195,29.2,82.0,99243.0,174.8
1196,29.2,82.0,99240.0,175.06
1197,29.2,82.0,99239.0,175.14
1198,29.2,82.0,99238.0,175.23
1199,29.2,82.0,99238.0,175.23
1200,29.2,82.0,99240.0,175.06
1201,29.2,82.0,99237.0,175.31
1202,29.2,82.0,99241.0,174.97
1203,29.1,82.0,99240.0,175.06
1204,29.1,82.0,99242.0,174.89
1205,29.1,82.0,99244.0,174.72
1206,29.1,82.0,99242.0,174.89
1207,29.1,82.0,99245.0,174.63
1208,29.1,82.0,99239.0,175.14
1209,29.1,82.0,99240.0,175.06
1210,29.1,82.0,99236.0,175.39
1211,29.1,82.0,99247.0,174.46
1212,29.1,82.0,99238.0,175.23
1213,29.1,82.0,99241.0,174.97
1214,29.1,82.0,99243.0,174.8
1215,29.1,82.0,99239.0,175.14
1216,29.1,82.0,99241.0,174.97
1217,29.1,82.0,99239.0,175.14
1218,29.1,82.0,99237.0,175.31
1219,29.1,82.0,99236.0,175.39
1220,29.1,82.0,99242.0,174.89
1221,29.1,82.0,99239.0,175.14
1222,29.1,82.0,99238.0,175.23
1223,29.1,82.0,99243.0,174.8
1224,29.1,82.0,99236.0,175.39
1225,29.1,82.0,99235.0,175.48
1226,29.1,82.0,99239.0,175.14
1227,29.1,82.0,99239.0,175.14
1228,29.1,82.0,99241.0,174.97
1229,29.1,82.0,99233.0,175.65
1230,29.1,82.0,99234.0,175.56
1231,29.1,82.0,99241.0,174.97
1232,29.1,82.0,99244.0,174.72
1233,29.1,82.0,99243.0,174.8
1234,29.1,82.0,99242.0,174.89
1235,29.1,82.0,99239.0,175.14
1236,29.1,82.0,99238.0,175.23
1237,29.1,82.0,99246.0,174.55
1238,29.1,82.0,99242.0,174.89
1239,29.1,82.0,99241.0,174.97
1240,29.1,82.0,99241.0,174.97
1241,29.1,82.0,99244.0,174.72
1242,29.1,82.0,99242.0,174.89
1243,29.1,82.0,99244.0,174.72
1244,29.1,82.0,99238.0,175.23
1245,29.1,82.0,99238.0,175.23
1246,29.1,82.0,99243.0,174.8
1247,29.1,82.0,99243.0,174.8
1248,29.1,82.0,99243.0,174.8
1249,29.1,82.0,99238.0,175.23
1250,29.1,82.0,99238.0,175.23
1251,29.1,82.0,99240.0,175.06
1252,29.1,82.0,99234.0,175.56
1253,29.1,82.0,99236.0,175.39
1254,29.1,82.0,99243.0,174.8
1255,29.1,82.0,99241.0,174.97
1256,29.1,82.0,99240.0,175.06
1257,29.1,82.0,99238.0,175.23
1258,29.1,82.0,99247.0,174.46
1259,29.1,82.0,99238.0,175.23
1260,29.1,82.0,99245.0,174.63
1261,29.1,82.0,99234.0,175.56
1262,29.1,82.0,99241.0,174.97
1263,29.1,82.0,99240.0,175.06
1264,29.1,82.0,99244.0,174.72
1265,29.1,82.0,99242.0,174.89
1266,29.1,82.0,99244.0,174.72
1267,29.1,82.0,99237.0,175.31
1268,29.1,82.0,99244.0,174.72
1269,29.1,82.0,99241.0,174.97
1270,29.1,82.0,99238.0,175.23
1271,29.1,82.0,99242.0,174.89
1272,29.1,82.0,99242.0,174.89
1273,29.1,82.0,99241.0,174.97
1274,29.0,82.0,99238.0,175.23
1275,29.0,82.0,99238.0,175.23
1276,29.0,82.0,99240.0,175.06
1277,29.0,82.0,99243.0,174.8
1278,29.0,82.0,99238.0,175.23
1279,29.0,82.0,99241.0,174.97
1280,29.0,82.0,99247.0,174.46
1281,29.0,82.0,99237.0,175.31
1282,29.0,82.0,99241.0,174.97
1283,29.0,82.0,99237.0,175.31
1284,29.0,82.0,99239.0,175.14
1285,28.9,82.0,99241.0,174.97
1286,28.9,82.0,99238.0,175.23
1287,28.9,82.0,99237.0,175.31
1288,28.9,82.0,99239.0,175.14
1289,28.9,82.0,99238.0,175.23
1290,28.9,82.0,99237.0,175.31
1291,28.9,82.0,99238.0,175.23
1292,28.9,82.0,99239.0,175.14
1293,28.9,82.0,99239.0,175.14
1294,28.9,82.0,99233.0,175.65
1295,28.9,82.0,99241.0,174.97
1296,28.9,82.0,99241.0,174.97
1297,28.9,82.0,99236.0,175.39
1298,28.9,82.0,99233.0,175.65
1299,28.9,82.0,99236.0,175.39
1300,28.9,82.0,99237.0,175.31
1301,28.8,82.0,99240.0,175.06
1302,28.8,82.0,99237.0,175.31
1303,28.8,82.0,99239.0,175.14
1304,28.9,82.0,99241.0,174.97
1305,28.8,82.0,99240.0,175.06
1306,28.8,82.0,99239.0,175.14
1307,28.9,82.0,99243.0,174.8
1308,28.9,82.0,99241.0,174.97
1309,28.8,82.0,99238.0,175.23
1310,28.9,82.0,99237.0,175.31
1311,28.8,82.0,99233.0,175.65
1312,28.8,82.0,99235.0,175.48
1313,28.8,82.0,99236.0,175.39
1314,28.8,82.0,99233.0,175.65
1315,28.9,82.0,99244.0,174.72
1316,28.8,82.0,99238.0,175.23
1317,28.8,82.0,99238.0,175.23
1318,28.8,82.0,99239.0,175.14
1319,28.8,82.0,99243.0,174.8
1320,28.8,82.0,99245.0,174.63
1321,28.8,82.0,99237.0,175.31
1322,28.8,82.0,99239.0,175.14
1323,28.8,82.0,99240.0,175.06
1324,28.8,82.0,99245.0,174.63
1325,28.8,82.0,99237.0,175.31
1326,28.8,82.0,99238.0,175.23
1327,28.8,82.0,99239.0,175.14
1328,28.8,82.0,99244.0,174.72
1329,28.8,82.0,99235.0,175.48
1330,28.8,82.0,99233.0,175.65
1331,28.8,82.0,99238.0,175.23
1332,28.8,82.0,99237.0,175.31
1333,28.8,82.0,99237.0,175.31
1334,28.8,82.0,99234.0,175.56
1335,28.8,82.0,99234.0,175.56
1336,28.8,82.0,99236.0,175.39
1337,28.8,82.0,99241.0,174.97
1338,28.8,82.0,99233.0,175.65
1339,28.8,82.0,99237.0,175.31
1340,28.8,82.0,99241.0,174.97
1341,28.8,82.0,99235.0,175.48
1342,28.8,82.0,99235.0,175.48
1343,28.8,82.0,99236.0,175.39
1344,28.8,82.0,99240.0,175.06
1345,28.8,82.0,99239.0,175.14
1346,28.8,82.0,99239.0,175.14
1347,28.8,82.0,99248.0,174.38
1348,28.8,82.0,99242.0,174.89
1349,28.8,82.0,99237.0,175.31
1350,28.8,82.0,99238.0,175.23
1351,28.8,82.0,99232.0,175.73
1352,28.8,82.0,99239.0,175.14
1353,28.8,82.0,99242.0,174.89
1354,28.8,82.0,99242.0,174.89
1355,28.8,82.0,99242.0,174.89
1356,28.8,82.0,99237.0,175.31
1357,28.8,82.0,99235.0,175.48
1358,28.8,82.0,99238.0,175.23
1359,28.8,82.0,99240.0,175.06
1360,28.8,82.0,99243.0,174.8
1361,28.8,82.0,99239.0,175.14
1362,28.8,82.0,99239.0,175.14
1363,28.8,82.0,99236.0,175.39
1364,28.8,82.0,99242.0,174.89
1365,28.8,82.0,99242.0,174.89
1366,28.8,82.0,99239.0,175.14
1367,28.8,82.0,99240.0,175.06
1368,28.8,82.0,99239.0,175.14
1369,28.8,82.0,99239.0,175.14
1370,28.8,82.0,99244.0,174.72
1371,28.8,82.0,99237.0,175.31
1372,28.8,82.0,99240.0,175.06
1373,28.8,82.0,99237.0,175.31
1374,28.8,82.0,99240.0,175.06
1375,28.8,82.0,99238.0,175.23
1376,28.8,82.0,99237.0,175.31
1377,28.8,82.0,99237.0,175.31
1378,28.8,82.0,99240.0,175.06
1379,28.8,82.0,99240.0,175.06
1380,28.8,82.0,99243.0,174.8
1381,28.8,82.0,99238.0,175.23
1382,28.8,82.0,99245.0,174.63
1383,28.8,82.0,99243.0,174.8
1384,28.8,82.0,99236.0,175.39
1385,28.8,82.0,99235.0,175.48
1386,28.8,82.0,99238.0,175.23
1387,28.8,82.0,99237.0,175.31
1388,28.8,82.0,99239.0,175.14
1389,28.9,82.0,99236.0,175.39
1390,28.9,82.0,99238.0,175.23
1391,28.9,82.0,99239.0,175.14
1392,28.9,82.0,99238.0,175.23
1393,28.9,82.0,99237.0,175.31
1394,28.9,82.0,99232.0,175.73
1395,28.9,82.0,99236.0,175.39
1396,28.9,82.0,99241.0,174.97
1397,28.9,82.0,99241.0,174.97
1398,28.9,82.0,99241.0,174.97
1399,28.9,82.0,99240.0,175.06
1400,28.9,82.0,99238.0,175.23
1401,28.9,82.0,99240.0,175.06
1402,28.9,82.0,99247.0,174.46
1403,28.9,82.0,99245.0,174.63
1404,28.9,82.0,99239.0,175.14
1405,28.9,82.0,99241.0,174.97
1406,28.9,82.0,99240.0,175.06
1407,28.9,82.0,99242.0,174.89
1408,28.9,82.0,99240.0,175.06
1409,28.9,82.0,99238.0,175.23
1410,28.9,82.0,99242.0,174.89
1411,28.9,82.0,99244.0,174.72
1412,28.9,82.0,99240.0,175.06
1413,28.9,82.0,99240.0,175.06
1414,28.9,82.0,99235.0,175.48
1415,28.9,82.0,99242.0,174.89
1416,28.9,82.0,99242.0,174.89
1417,28.9,82.0,99238.0,175.23
1418,28.9,82.0,99241.0,174.97
1419,28.9,82.0,99239.0,175.14
1420,28.9,82.0,99234.0,175.56
1421,28.9,82.0,99233.0,175.65
